r,t,e,m,y,AnnualTechnologyEmissionByMode
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2028,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2029,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2030,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2031,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2032,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2033,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2034,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2035,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2036,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2037,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2038,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2039,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2040,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2041,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2042,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2043,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2044,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2045,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2046,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2047,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2048,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2049,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2050,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2051,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2052,0.0
RE1,PHL_POW_PP_COAL_CCS,CO2e,1,2053,0.0
RE1,PHL_PRO_PROC_NG,CO2e,1,2020,7.3094
RE1,PHL_PRO_PROC_NG,CO2e,1,2021,8.444
RE1,PHL_PRO_PROC_NG,CO2e,1,2022,8.1301
RE1,PHL_PRO_PROC_NG,CO2e,1,2023,7.8004
RE1,PHL_PRO_PROC_NG,CO2e,1,2024,14.1071
RE1,PHL_PRO_PROC_NG,CO2e,1,2025,8.1137
RE1,PHL_PRO_PROC_NG,CO2e,1,2026,8.2129
RE1,PHL_PRO_PROC_NG,CO2e,1,2027,8.3096
RE1,PHL_PRO_PROC_NG,CO2e,1,2028,8.3941
RE1,PHL_PRO_PROC_NG,CO2e,1,2029,9.0587
RE1,PHL_PRO_PROC_NG,CO2e,1,2030,9.5481
RE1,PHL_PRO_PROC_NG,CO2e,1,2031,9.8014
RE1,PHL_PRO_PROC_NG,CO2e,1,2032,8.2963
RE1,PHL_PRO_PROC_NG,CO2e,1,2033,8.3519
RE1,PHL_PRO_PROC_NG,CO2e,1,2034,8.536
RE1,PHL_PRO_PROC_NG,CO2e,1,2035,9.12
RE1,PHL_PRO_PROC_NG,CO2e,1,2036,9.3696
RE1,PHL_PRO_PROC_NG,CO2e,1,2037,9.6187
RE1,PHL_PRO_PROC_NG,CO2e,1,2038,9.8873
RE1,PHL_PRO_PROC_NG,CO2e,1,2039,10.5854
RE1,PHL_PRO_PROC_NG,CO2e,1,2040,11.721
RE1,PHL_PRO_PROC_NG,CO2e,1,2041,12.5744
RE1,PHL_PRO_PROC_NG,CO2e,1,2042,13.1164
RE1,PHL_PRO_PROC_NG,CO2e,1,2043,13.6564
RE1,PHL_PRO_PROC_NG,CO2e,1,2044,14.2092
RE1,PHL_PRO_PROC_NG,CO2e,1,2045,14.7653
RE1,PHL_PRO_PROC_NG,CO2e,1,2046,15.4236
RE1,PHL_PRO_PROC_NG,CO2e,1,2047,16.096
RE1,PHL_PRO_PROC_NG,CO2e,1,2048,16.8277
RE1,PHL_PRO_PROC_NG,CO2e,1,2049,18.592
RE1,PHL_PRO_PROC_NG,CO2e,1,2050,20.7807
RE1,PHL_PRO_PROC_NG,CO2e,1,2051,21.6455
RE1,PHL_PRO_PROC_NG,CO2e,1,2052,22.5143
RE1,PHL_PRO_PROC_NG,CO2e,1,2053,23.3794
RE1,PHL_POW_BH2_NG,CO2e,1,2020,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2021,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2022,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2023,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2024,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2025,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2026,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2027,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2028,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2029,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2030,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2031,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2032,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2033,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2034,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2035,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2036,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2037,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2038,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2039,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2040,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2041,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2042,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2043,-0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2044,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2045,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2046,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2047,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2048,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2049,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2050,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2051,0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2052,-0.0
RE1,PHL_POW_BH2_NG,CO2e,1,2053,0.0
RE1,PHL_POW_DAC,CO2e,1,2020,0.0
RE1,PHL_POW_DAC,CO2e,1,2021,0.0
RE1,PHL_POW_DAC,CO2e,1,2022,0.0
RE1,PHL_POW_DAC,CO2e,1,2023,0.0
RE1,PHL_POW_DAC,CO2e,1,2024,-0.0
RE1,PHL_POW_DAC,CO2e,1,2025,0.0
RE1,PHL_POW_DAC,CO2e,1,2026,0.0
RE1,PHL_POW_DAC,CO2e,1,2027,0.0
RE1,PHL_POW_DAC,CO2e,1,2028,0.0
RE1,PHL_POW_DAC,CO2e,1,2029,0.0
RE1,PHL_POW_DAC,CO2e,1,2030,0.0
RE1,PHL_POW_DAC,CO2e,1,2031,0.0
RE1,PHL_POW_DAC,CO2e,1,2032,0.0
RE1,PHL_POW_DAC,CO2e,1,2033,0.0
RE1,PHL_POW_DAC,CO2e,1,2034,0.0
RE1,PHL_POW_DAC,CO2e,1,2035,0.0
RE1,PHL_POW_DAC,CO2e,1,2036,0.0
RE1,PHL_POW_DAC,CO2e,1,2037,0.0
RE1,PHL_POW_DAC,CO2e,1,2038,0.0
RE1,PHL_POW_DAC,CO2e,1,2039,0.0
RE1,PHL_POW_DAC,CO2e,1,2040,0.0
RE1,PHL_POW_DAC,CO2e,1,2041,0.0
RE1,PHL_POW_DAC,CO2e,1,2042,0.0
RE1,PHL_POW_DAC,CO2e,1,2043,0.0
RE1,PHL_POW_DAC,CO2e,1,2044,0.0
RE1,PHL_POW_DAC,CO2e,1,2045,0.0
RE1,PHL_POW_DAC,CO2e,1,2046,0.0
RE1,PHL_POW_DAC,CO2e,1,2047,0.0
RE1,PHL_POW_DAC,CO2e,1,2048,0.0
RE1,PHL_POW_DAC,CO2e,1,2049,0.0
RE1,PHL_POW_DAC,CO2e,1,2050,0.0
RE1,PHL_POW_DAC,CO2e,1,2051,0.0
RE1,PHL_POW_DAC,CO2e,1,2052,0.0
RE1,PHL_POW_DAC,CO2e,1,2053,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2020,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2021,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2022,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2023,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2024,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2025,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2026,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2027,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2028,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2029,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2030,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2031,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2032,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2033,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2034,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2035,-0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2036,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2037,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2038,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2039,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2040,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2041,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2042,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2043,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2044,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2045,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2046,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2047,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2048,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2049,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2050,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2051,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2052,0.0
RE1,PHL_POW_PP_BIOM_CCS,CO2e,1,2053,0.0
RE1,PHL_PRO_PROC_OIL,CO2e,1,2020,19.3807
RE1,PHL_PRO_PROC_OIL,CO2e,1,2021,10.7241
RE1,PHL_PRO_PROC_OIL,CO2e,1,2022,11.8832
RE1,PHL_PRO_PROC_OIL,CO2e,1,2023,10.1305
RE1,PHL_PRO_PROC_OIL,CO2e,1,2024,2.6614
RE1,PHL_PRO_PROC_OIL,CO2e,1,2025,0.8202
RE1,PHL_PRO_PROC_OIL,CO2e,1,2026,0.8265
RE1,PHL_PRO_PROC_OIL,CO2e,1,2027,0.8328
RE1,PHL_PRO_PROC_OIL,CO2e,1,2028,0.8393
RE1,PHL_PRO_PROC_OIL,CO2e,1,2029,0.846
RE1,PHL_PRO_PROC_OIL,CO2e,1,2030,0.837
RE1,PHL_PRO_PROC_OIL,CO2e,1,2031,0.8448
RE1,PHL_PRO_PROC_OIL,CO2e,1,2032,0.8526
RE1,PHL_PRO_PROC_OIL,CO2e,1,2033,0.8604
RE1,PHL_PRO_PROC_OIL,CO2e,1,2034,0.6964
RE1,PHL_PRO_PROC_OIL,CO2e,1,2035,0.0
RE1,PHL_PRO_PROC_OIL,CO2e,1,2036,0.0
RE1,PHL_PRO_PROC_OIL,CO2e,1,2037,0.0
RE1,PHL_PRO_PROC_OIL,CO2e,1,2038,0.0
RE1,PHL_PRO_PROC_OIL,CO2e,1,2039,0.0
RE1,PHL_PRO_PROC_OIL,CO2e,1,2040,0.0
RE1,PHL_PRO_PROC_OIL,CO2e,1,2041,0.0
RE1,PHL_PRO_PROC_OIL,CO2e,1,2042,0.0
RE1,PHL_PRO_PROC_OIL,CO2e,1,2043,0.0
RE1,PHL_PRO_PROC_OIL,CO2e,1,2044,0.0
RE1,PHL_PRO_PROC_OIL,CO2e,1,2045,-0.0
RE1,PHL_PRO_PROC_OIL,CO2e,1,2046,-0.0
RE1,PHL_PRO_PROC_OIL,CO2e,1,2047,0.0
RE1,PHL_PRO_PROC_OIL,CO2e,1,2048,0.0
RE1,PHL_PRO_PROC_OIL,CO2e,1,2049,0.0
RE1,PHL_PRO_PROC_OIL,CO2e,1,2050,0.0
RE1,PHL_PRO_PROC_OIL,CO2e,1,2051,-0.0
RE1,PHL_PRO_PROC_OIL,CO2e,1,2052,-0.0
RE1,PHL_PRO_PROC_OIL,CO2e,1,2053,0.0
RE1,PHL_PRO_PROC_COAL,CO2e,1,2020,70.5467
RE1,PHL_PRO_PROC_COAL,CO2e,1,2021,112.3876
RE1,PHL_PRO_PROC_COAL,CO2e,1,2022,117.9528
RE1,PHL_PRO_PROC_COAL,CO2e,1,2023,126.6881
RE1,PHL_PRO_PROC_COAL,CO2e,1,2024,133.5806
RE1,PHL_PRO_PROC_COAL,CO2e,1,2025,142.1723
RE1,PHL_PRO_PROC_COAL,CO2e,1,2026,141.8203
RE1,PHL_PRO_PROC_COAL,CO2e,1,2027,141.4247
RE1,PHL_PRO_PROC_COAL,CO2e,1,2028,140.883
RE1,PHL_PRO_PROC_COAL,CO2e,1,2029,144.8708
RE1,PHL_PRO_PROC_COAL,CO2e,1,2030,134.7112
RE1,PHL_PRO_PROC_COAL,CO2e,1,2031,140.9753
RE1,PHL_PRO_PROC_COAL,CO2e,1,2032,147.7748
RE1,PHL_PRO_PROC_COAL,CO2e,1,2033,154.2032
RE1,PHL_PRO_PROC_COAL,CO2e,1,2034,160.5989
RE1,PHL_PRO_PROC_COAL,CO2e,1,2035,164.8825
RE1,PHL_PRO_PROC_COAL,CO2e,1,2036,171.2105
RE1,PHL_PRO_PROC_COAL,CO2e,1,2037,178.9858
RE1,PHL_PRO_PROC_COAL,CO2e,1,2038,185.5265
RE1,PHL_PRO_PROC_COAL,CO2e,1,2039,191.2802
RE1,PHL_PRO_PROC_COAL,CO2e,1,2040,175.0678
RE1,PHL_PRO_PROC_COAL,CO2e,1,2041,180.7849
RE1,PHL_PRO_PROC_COAL,CO2e,1,2042,187.1638
RE1,PHL_PRO_PROC_COAL,CO2e,1,2043,193.5562
RE1,PHL_PRO_PROC_COAL,CO2e,1,2044,199.9614
RE1,PHL_PRO_PROC_COAL,CO2e,1,2045,206.5778
RE1,PHL_PRO_PROC_COAL,CO2e,1,2046,213.0192
RE1,PHL_PRO_PROC_COAL,CO2e,1,2047,219.751
RE1,PHL_PRO_PROC_COAL,CO2e,1,2048,224.7584
RE1,PHL_PRO_PROC_COAL,CO2e,1,2049,231.557
RE1,PHL_PRO_PROC_COAL,CO2e,1,2050,230.0622
RE1,PHL_PRO_PROC_COAL,CO2e,1,2051,235.8958
RE1,PHL_PRO_PROC_COAL,CO2e,1,2052,242.1372
RE1,PHL_PRO_PROC_COAL,CO2e,1,2053,247.4222
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2020,0.0
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2021,0.0
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2022,0.0
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2023,0.0
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2024,0.0
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2025,0.0
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2026,0.0
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2027,0.0
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2028,0.0
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2029,0.0
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2030,0.0
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2031,0.0
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2032,0.0
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2033,0.0
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2034,0.0
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2035,0.0
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2036,0.0
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2037,0.0
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2038,0.0
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2039,0.0
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2040,0.0
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2041,0.0
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2042,0.0
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2043,0.0
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2044,0.0001
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2045,0.0001
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2046,0.0001
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2047,0.0001
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2048,0.0001
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2049,0.0001
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2050,0.0001
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2051,0.0001
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2052,0.0001
RE1,PHL_TRA_RAILP_LIQ,PM2_5,1,2053,0.0001
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2020,0.6528
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2021,0.6844
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2022,0.716
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2023,0.7476
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2024,0.7792
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2025,0.8108
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2026,0.8441
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2027,0.8774
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2028,0.9107
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2029,0.944
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2030,0.9773
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2031,1.0104
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2032,1.0435
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2033,1.0767
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2034,1.1098
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2035,1.1429
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2036,1.175
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2037,1.2072
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2038,1.2393
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2039,1.2714
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2040,1.3035
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2041,1.3322
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2042,1.3609
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2043,1.3896
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2044,1.4183
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2045,1.4469
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2046,1.4703
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2047,1.4937
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2048,1.5171
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2049,1.5405
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2050,1.5639
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2051,1.5818
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2052,1.5996
RE1,PHL_TRA_CAR_LIQ,PM2_5,1,2053,1.6174
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2020,32.2501
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2021,32.7162
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2022,33.1825
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2023,33.6486
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2024,34.1149
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2025,34.5811
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2026,35.0242
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2027,35.4675
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2028,35.9106
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2029,36.3539
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2030,36.797
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2031,37.206
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2032,37.615
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2033,38.0239
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2034,38.4329
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2035,38.8419
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2036,39.212
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2037,39.582
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2038,39.9521
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2039,40.3222
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2040,40.6924
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2041,41.0212
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2042,41.35
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2043,41.6788
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2044,42.0075
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2045,42.3364
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2046,42.6209
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2047,42.9054
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2048,43.1899
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2049,43.4744
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2050,43.7589
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2051,44.0044
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2052,44.2499
RE1,PHL_TRA_23WHEEL_LIQ,PM2_5,1,2053,44.4954
RE1,PHL_POW_PP_COAL,PM2_5,1,2020,0.0
RE1,PHL_POW_PP_COAL,PM2_5,1,2021,0.0
RE1,PHL_POW_PP_COAL,PM2_5,1,2022,0.0
RE1,PHL_POW_PP_COAL,PM2_5,1,2023,0.0
RE1,PHL_POW_PP_COAL,PM2_5,1,2024,0.0
RE1,PHL_POW_PP_COAL,PM2_5,1,2025,0.0005
RE1,PHL_POW_PP_COAL,PM2_5,1,2026,0.0005
RE1,PHL_POW_PP_COAL,PM2_5,1,2027,0.0005
RE1,PHL_POW_PP_COAL,PM2_5,1,2028,0.0005
RE1,PHL_POW_PP_COAL,PM2_5,1,2029,0.0005
RE1,PHL_POW_PP_COAL,PM2_5,1,2030,0.0005
RE1,PHL_POW_PP_COAL,PM2_5,1,2031,0.0007
RE1,PHL_POW_PP_COAL,PM2_5,1,2032,0.0014
RE1,PHL_POW_PP_COAL,PM2_5,1,2033,0.0017
RE1,PHL_POW_PP_COAL,PM2_5,1,2034,0.002
RE1,PHL_POW_PP_COAL,PM2_5,1,2035,0.0022
RE1,PHL_POW_PP_COAL,PM2_5,1,2036,0.0026
RE1,PHL_POW_PP_COAL,PM2_5,1,2037,0.0029
RE1,PHL_POW_PP_COAL,PM2_5,1,2038,0.0034
RE1,PHL_POW_PP_COAL,PM2_5,1,2039,0.0038
RE1,PHL_POW_PP_COAL,PM2_5,1,2040,0.0031
