r,t,y,TotalCapacityAnnual
RE1,PHL_AGR_HEAT_COAL,2041,0.0
RE1,PHL_AGR_HEAT_COAL,2042,0.0
RE1,PHL_AGR_HEAT_COAL,2043,0.0
RE1,PHL_AGR_HEAT_COAL,2044,0.0
RE1,PHL_AGR_HEAT_COAL,2045,0.0
RE1,PHL_AGR_HEAT_COAL,2046,0.0
RE1,PHL_AGR_HEAT_COAL,2047,0.0
RE1,PHL_AGR_HEAT_COAL,2048,0.0
RE1,PHL_AGR_HEAT_COAL,2049,0.0
RE1,PHL_AGR_HEAT_COAL,2050,0.0
RE1,PHL_AGR_HEAT_COAL,2051,0.0
RE1,PHL_AGR_HEAT_COAL,2052,0.0
RE1,PHL_AGR_HEAT_COAL,2053,0.0
RE1,PHL_AGR_HEAT_BIOM,2020,0.004
RE1,PHL_AGR_HEAT_BIOM,2021,0.004
RE1,PHL_AGR_HEAT_BIOM,2022,0.004
RE1,PHL_AGR_HEAT_BIOM,2023,0.004
RE1,PHL_AGR_HEAT_BIOM,2024,0.004
RE1,PHL_AGR_HEAT_BIOM,2025,0.004
RE1,PHL_AGR_HEAT_BIOM,2026,0.004
RE1,PHL_AGR_HEAT_BIOM,2027,0.004
RE1,PHL_AGR_HEAT_BIOM,2028,0.004
RE1,PHL_AGR_HEAT_BIOM,2029,0.004
RE1,PHL_AGR_HEAT_BIOM,2030,0.004
RE1,PHL_AGR_HEAT_BIOM,2031,0.004
RE1,PHL_AGR_HEAT_BIOM,2032,0.004
RE1,PHL_AGR_HEAT_BIOM,2033,0.004
RE1,PHL_AGR_HEAT_BIOM,2034,0.004
RE1,PHL_AGR_HEAT_BIOM,2035,0.004
RE1,PHL_AGR_HEAT_BIOM,2036,0.004
RE1,PHL_AGR_HEAT_BIOM,2037,0.004
RE1,PHL_AGR_HEAT_BIOM,2038,0.0039
RE1,PHL_AGR_HEAT_BIOM,2039,0.0039
RE1,PHL_AGR_HEAT_BIOM,2040,0.0039
RE1,PHL_AGR_HEAT_BIOM,2041,0.0039
RE1,PHL_AGR_HEAT_BIOM,2042,0.0039
RE1,PHL_AGR_HEAT_BIOM,2043,0.0039
RE1,PHL_AGR_HEAT_BIOM,2044,0.0039
RE1,PHL_AGR_HEAT_BIOM,2045,0.0
RE1,PHL_AGR_HEAT_BIOM,2046,0.0
RE1,PHL_AGR_HEAT_BIOM,2047,0.0
RE1,PHL_AGR_HEAT_BIOM,2048,0.0
RE1,PHL_AGR_HEAT_BIOM,2049,0.0
RE1,PHL_AGR_HEAT_BIOM,2050,0.0
RE1,PHL_AGR_HEAT_BIOM,2051,0.0
RE1,PHL_AGR_HEAT_BIOM,2052,0.0
RE1,PHL_AGR_HEAT_BIOM,2053,0.0
RE1,PHL_POW_TD_AGR,2020,999999.0
RE1,PHL_POW_TD_AGR,2021,999999.0
RE1,PHL_POW_TD_AGR,2022,999999.0
RE1,PHL_POW_TD_AGR,2023,999999.0
RE1,PHL_POW_TD_AGR,2024,999999.0
RE1,PHL_POW_TD_AGR,2025,999999.0
RE1,PHL_POW_TD_AGR,2026,999999.0
RE1,PHL_POW_TD_AGR,2027,999999.0
RE1,PHL_POW_TD_AGR,2028,999999.0
RE1,PHL_POW_TD_AGR,2029,999999.0
RE1,PHL_POW_TD_AGR,2030,999999.0
RE1,PHL_POW_TD_AGR,2031,999999.0
RE1,PHL_POW_TD_AGR,2032,999999.0
RE1,PHL_POW_TD_AGR,2033,999999.0
RE1,PHL_POW_TD_AGR,2034,999999.0
RE1,PHL_POW_TD_AGR,2035,999999.0
RE1,PHL_POW_TD_AGR,2036,999999.0
RE1,PHL_POW_TD_AGR,2037,999999.0
RE1,PHL_POW_TD_AGR,2038,999999.0
RE1,PHL_POW_TD_AGR,2039,999999.0
RE1,PHL_POW_TD_AGR,2040,999999.0
RE1,PHL_POW_TD_AGR,2041,999999.0
RE1,PHL_POW_TD_AGR,2042,999999.0
RE1,PHL_POW_TD_AGR,2043,999999.0
RE1,PHL_POW_TD_AGR,2044,999999.0
RE1,PHL_POW_TD_AGR,2045,999999.0
RE1,PHL_POW_TD_AGR,2046,999999.0
RE1,PHL_POW_TD_AGR,2047,999999.0
RE1,PHL_POW_TD_AGR,2048,999999.0
RE1,PHL_POW_TD_AGR,2049,999999.0
RE1,PHL_POW_TD_AGR,2050,999999.0
RE1,PHL_POW_TD_AGR,2051,999999.0
RE1,PHL_POW_TD_AGR,2052,999999.0
RE1,PHL_POW_TD_AGR,2053,999999.0
RE1,PHL_LND_OTH,2020,999999.0
RE1,PHL_LND_OTH,2021,999999.0
RE1,PHL_LND_OTH,2022,999999.0
RE1,PHL_LND_OTH,2023,999999.0
RE1,PHL_LND_OTH,2024,999999.0
RE1,PHL_LND_OTH,2025,999999.0
RE1,PHL_LND_OTH,2026,999999.0
RE1,PHL_LND_OTH,2027,999999.0
RE1,PHL_LND_OTH,2028,999999.0
RE1,PHL_LND_OTH,2029,999999.0
RE1,PHL_LND_OTH,2030,999999.0
RE1,PHL_LND_OTH,2031,999999.0
RE1,PHL_LND_OTH,2032,999999.0
RE1,PHL_LND_OTH,2033,999999.0
RE1,PHL_LND_OTH,2034,999999.0
RE1,PHL_LND_OTH,2035,999999.0
RE1,PHL_LND_OTH,2036,999999.0
RE1,PHL_LND_OTH,2037,999999.0
RE1,PHL_LND_OTH,2038,999999.0
RE1,PHL_LND_OTH,2039,999999.0
RE1,PHL_LND_OTH,2040,999999.0
RE1,PHL_LND_OTH,2041,999999.0
RE1,PHL_LND_OTH,2042,999999.0
RE1,PHL_LND_OTH,2043,999999.0
RE1,PHL_LND_OTH,2044,999999.0
RE1,PHL_LND_OTH,2045,999999.0
RE1,PHL_LND_OTH,2046,999999.0
RE1,PHL_LND_OTH,2047,999999.0
RE1,PHL_LND_OTH,2048,999999.0
RE1,PHL_LND_OTH,2049,999999.0
RE1,PHL_LND_OTH,2050,999999.0
RE1,PHL_LND_OTH,2051,999999.0
RE1,PHL_LND_OTH,2052,999999.0
RE1,PHL_LND_OTH,2053,999999.0
RE1,PHL_LND_GRS,2020,999999.0
RE1,PHL_LND_GRS,2021,999999.0
RE1,PHL_LND_GRS,2022,999999.0
RE1,PHL_LND_GRS,2023,999999.0
RE1,PHL_LND_GRS,2024,999999.0
RE1,PHL_LND_GRS,2025,999999.0
RE1,PHL_LND_GRS,2026,999999.0
RE1,PHL_LND_GRS,2027,999999.0
RE1,PHL_LND_GRS,2028,999999.0
RE1,PHL_LND_GRS,2029,999999.0
RE1,PHL_LND_GRS,2030,999999.0
RE1,PHL_LND_GRS,2031,999999.0
RE1,PHL_LND_GRS,2032,999999.0
RE1,PHL_LND_GRS,2033,999999.0
RE1,PHL_LND_GRS,2034,999999.0
RE1,PHL_LND_GRS,2035,999999.0
RE1,PHL_LND_GRS,2036,999999.0
RE1,PHL_LND_GRS,2037,999999.0
RE1,PHL_LND_GRS,2038,999999.0
RE1,PHL_LND_GRS,2039,999999.0
RE1,PHL_LND_GRS,2040,999999.0
RE1,PHL_LND_GRS,2041,999999.0
RE1,PHL_LND_GRS,2042,999999.0
RE1,PHL_LND_GRS,2043,999999.0
RE1,PHL_LND_GRS,2044,999999.0
RE1,PHL_LND_GRS,2045,999999.0
RE1,PHL_LND_GRS,2046,999999.0
RE1,PHL_LND_GRS,2047,999999.0
RE1,PHL_LND_GRS,2048,999999.0
RE1,PHL_LND_GRS,2049,999999.0
RE1,PHL_LND_GRS,2050,999999.0
RE1,PHL_LND_GRS,2051,999999.0
RE1,PHL_LND_GRS,2052,999999.0
RE1,PHL_LND_GRS,2053,999999.0
RE1,PHL_LND_BLT,2020,999999.0
RE1,PHL_LND_BLT,2021,999999.0
RE1,PHL_LND_BLT,2022,999999.0
RE1,PHL_LND_BLT,2023,999999.0
RE1,PHL_LND_BLT,2024,999999.0
RE1,PHL_LND_BLT,2025,999999.0
RE1,PHL_LND_BLT,2026,999999.0
RE1,PHL_LND_BLT,2027,999999.0
RE1,PHL_LND_BLT,2028,999999.0
RE1,PHL_LND_BLT,2029,999999.0
RE1,PHL_LND_BLT,2030,999999.0
RE1,PHL_LND_BLT,2031,999999.0
RE1,PHL_LND_BLT,2032,999999.0
RE1,PHL_LND_BLT,2033,999999.0
RE1,PHL_LND_BLT,2034,999999.0
RE1,PHL_LND_BLT,2035,999999.0
RE1,PHL_LND_BLT,2036,999999.0
RE1,PHL_LND_BLT,2037,999999.0
RE1,PHL_LND_BLT,2038,999999.0
RE1,PHL_LND_BLT,2039,999999.0
RE1,PHL_LND_BLT,2040,999999.0
RE1,PHL_LND_BLT,2041,999999.0
RE1,PHL_LND_BLT,2042,999999.0
RE1,PHL_LND_BLT,2043,999999.0
RE1,PHL_LND_BLT,2044,999999.0
RE1,PHL_LND_BLT,2045,999999.0
RE1,PHL_LND_BLT,2046,999999.0
RE1,PHL_LND_BLT,2047,999999.0
RE1,PHL_LND_BLT,2048,999999.0
RE1,PHL_LND_BLT,2049,999999.0
RE1,PHL_LND_BLT,2050,999999.0
RE1,PHL_LND_BLT,2051,999999.0
RE1,PHL_LND_BLT,2052,999999.0
RE1,PHL_LND_BLT,2053,999999.0
RE1,PHL_LND_WAT,2020,999999.0
RE1,PHL_LND_WAT,2021,999999.0
RE1,PHL_LND_WAT,2022,999999.0
RE1,PHL_LND_WAT,2023,999999.0
RE1,PHL_LND_WAT,2024,999999.0
RE1,PHL_LND_WAT,2025,999999.0
RE1,PHL_LND_WAT,2026,999999.0
RE1,PHL_LND_WAT,2027,999999.0
RE1,PHL_LND_WAT,2028,999999.0
RE1,PHL_LND_WAT,2029,999999.0
RE1,PHL_LND_WAT,2030,999999.0
RE1,PHL_LND_WAT,2031,999999.0
RE1,PHL_LND_WAT,2032,999999.0
RE1,PHL_LND_WAT,2033,999999.0
RE1,PHL_LND_WAT,2034,999999.0
RE1,PHL_LND_WAT,2035,999999.0
RE1,PHL_LND_WAT,2036,999999.0
RE1,PHL_LND_WAT,2037,999999.0
RE1,PHL_LND_WAT,2038,999999.0
RE1,PHL_LND_WAT,2039,999999.0
RE1,PHL_LND_WAT,2040,999999.0
RE1,PHL_LND_WAT,2041,999999.0
RE1,PHL_LND_WAT,2042,999999.0
RE1,PHL_LND_WAT,2043,999999.0
RE1,PHL_LND_WAT,2044,999999.0
RE1,PHL_LND_WAT,2045,999999.0
RE1,PHL_LND_WAT,2046,999999.0
RE1,PHL_LND_WAT,2047,999999.0
RE1,PHL_LND_WAT,2048,999999.0
RE1,PHL_LND_WAT,2049,999999.0
RE1,PHL_LND_WAT,2050,999999.0
RE1,PHL_LND_WAT,2051,999999.0
RE1,PHL_LND_WAT,2052,999999.0
RE1,PHL_LND_WAT,2053,999999.0
RE1,PHL_LND_FOR,2020,999999.0
RE1,PHL_LND_FOR,2021,999999.0
RE1,PHL_LND_FOR,2022,999999.0
RE1,PHL_LND_FOR,2023,999999.0
RE1,PHL_LND_FOR,2024,999999.0
RE1,PHL_LND_FOR,2025,999999.0
RE1,PHL_LND_FOR,2026,999999.0
RE1,PHL_LND_FOR,2027,999999.0
RE1,PHL_LND_FOR,2028,999999.0
RE1,PHL_LND_FOR,2029,999999.0
RE1,PHL_LND_FOR,2030,999999.0
RE1,PHL_LND_FOR,2031,999999.0
RE1,PHL_LND_FOR,2032,999999.0
RE1,PHL_LND_FOR,2033,999999.0
RE1,PHL_LND_FOR,2034,999999.0
RE1,PHL_LND_FOR,2035,999999.0
RE1,PHL_LND_FOR,2036,999999.0
RE1,PHL_LND_FOR,2037,999999.0
RE1,PHL_LND_FOR,2038,999999.0
RE1,PHL_LND_FOR,2039,999999.0
RE1,PHL_LND_FOR,2040,999999.0
RE1,PHL_LND_FOR,2041,999999.0
RE1,PHL_LND_FOR,2042,999999.0
RE1,PHL_LND_FOR,2043,999999.0
RE1,PHL_LND_FOR,2044,999999.0
RE1,PHL_LND_FOR,2045,999999.0
RE1,PHL_LND_FOR,2046,999999.0
RE1,PHL_LND_FOR,2047,999999.0
RE1,PHL_LND_FOR,2048,999999.0
RE1,PHL_LND_FOR,2049,999999.0
RE1,PHL_LND_FOR,2050,999999.0
RE1,PHL_LND_FOR,2051,999999.0
RE1,PHL_LND_FOR,2052,999999.0
RE1,PHL_LND_FOR,2053,999999.0
RE1,PHL_LND_CRP,2020,999999.0
RE1,PHL_LND_CRP,2021,999999.0
RE1,PHL_LND_CRP,2022,999999.0
RE1,PHL_LND_CRP,2023,999999.0
RE1,PHL_LND_CRP,2024,999999.0
RE1,PHL_LND_CRP,2025,999999.0
RE1,PHL_LND_CRP,2026,999999.0
RE1,PHL_LND_CRP,2027,999999.0
RE1,PHL_LND_CRP,2028,999999.0
RE1,PHL_LND_CRP,2029,999999.0
RE1,PHL_LND_CRP,2030,999999.0
RE1,PHL_LND_CRP,2031,999999.0
RE1,PHL_LND_CRP,2032,999999.0
RE1,PHL_LND_CRP,2033,999999.0
RE1,PHL_LND_CRP,2034,999999.0
RE1,PHL_LND_CRP,2035,999999.0
RE1,PHL_LND_CRP,2036,999999.0
RE1,PHL_LND_CRP,2037,999999.0
RE1,PHL_LND_CRP,2038,999999.0
RE1,PHL_LND_CRP,2039,999999.0
RE1,PHL_LND_CRP,2040,999999.0
RE1,PHL_LND_CRP,2041,999999.0
RE1,PHL_LND_CRP,2042,999999.0
RE1,PHL_LND_CRP,2043,999999.0
RE1,PHL_LND_CRP,2044,999999.0
RE1,PHL_LND_CRP,2045,999999.0
RE1,PHL_LND_CRP,2046,999999.0
RE1,PHL_LND_CRP,2047,999999.0
RE1,PHL_LND_CRP,2048,999999.0
RE1,PHL_LND_CRP,2049,999999.0
RE1,PHL_LND_CRP,2050,999999.0
RE1,PHL_LND_CRP,2051,999999.0
RE1,PHL_LND_CRP,2052,999999.0
RE1,PHL_LND_CRP,2053,999999.0
RE1,PHL_LND,2020,999999.0
RE1,PHL_LND,2021,999999.0
RE1,PHL_LND,2022,999999.0
RE1,PHL_LND,2023,999999.0
RE1,PHL_LND,2024,999999.0
RE1,PHL_LND,2025,999999.0
RE1,PHL_LND,2026,999999.0
RE1,PHL_LND,2027,999999.0
RE1,PHL_LND,2028,999999.0
RE1,PHL_LND,2029,999999.0
RE1,PHL_LND,2030,999999.0
RE1,PHL_LND,2031,999999.0
RE1,PHL_LND,2032,999999.0
RE1,PHL_LND,2033,999999.0
RE1,PHL_LND,2034,999999.0
RE1,PHL_LND,2035,999999.0
RE1,PHL_LND,2036,999999.0
RE1,PHL_LND,2037,999999.0
RE1,PHL_LND,2038,999999.0
RE1,PHL_LND,2039,999999.0
RE1,PHL_LND,2040,999999.0
RE1,PHL_LND,2041,999999.0
RE1,PHL_LND,2042,999999.0
RE1,PHL_LND,2043,999999.0
RE1,PHL_LND,2044,999999.0
RE1,PHL_LND,2045,999999.0
RE1,PHL_LND,2046,999999.0
RE1,PHL_LND,2047,999999.0
RE1,PHL_LND,2048,999999.0
RE1,PHL_LND,2049,999999.0
RE1,PHL_LND,2050,999999.0
RE1,PHL_LND,2051,999999.0
RE1,PHL_LND,2052,999999.0
RE1,PHL_LND,2053,999999.0
RE1,PHL_POW_CHP_NG_OLD,2020,3.7316
RE1,PHL_POW_CHP_NG_OLD,2021,3.7316
RE1,PHL_POW_CHP_NG_OLD,2022,3.7316
RE1,PHL_POW_CHP_NG_OLD,2023,3.7316
RE1,PHL_POW_CHP_NG_OLD,2024,3.7316
RE1,PHL_POW_CHP_NG_OLD,2025,3.7316
RE1,PHL_POW_CHP_NG_OLD,2026,3.7316
RE1,PHL_POW_CHP_NG_OLD,2027,3.7316
RE1,PHL_POW_CHP_NG_OLD,2028,3.7316
RE1,PHL_POW_CHP_NG_OLD,2029,3.7316
RE1,PHL_POW_CHP_NG_OLD,2030,3.7316
RE1,PHL_POW_CHP_NG_OLD,2031,2.5977
RE1,PHL_POW_CHP_NG_OLD,2032,0.5747
RE1,PHL_POW_CHP_NG_OLD,2033,0.5747
RE1,PHL_POW_CHP_NG_OLD,2034,0.5747
RE1,PHL_POW_CHP_NG_OLD,2035,0.5747
RE1,PHL_POW_CHP_NG_OLD,2036,0.5747
RE1,PHL_POW_CHP_NG_OLD,2037,0.5747
RE1,PHL_POW_CHP_NG_OLD,2038,0.5747
RE1,PHL_POW_CHP_NG_OLD,2039,0.5747
RE1,PHL_POW_CHP_NG_OLD,2040,0.5747
RE1,PHL_POW_CHP_NG_OLD,2041,0.5747
RE1,PHL_POW_CHP_NG_OLD,2042,0.5737
RE1,PHL_POW_CHP_NG_OLD,2043,0.5737
RE1,PHL_POW_CHP_NG_OLD,2044,0.5737
RE1,PHL_POW_CHP_NG_OLD,2045,0.5737
RE1,PHL_POW_CHP_NG_OLD,2046,0.0
RE1,PHL_POW_CHP_NG_OLD,2047,0.0
RE1,PHL_POW_CHP_NG_OLD,2048,0.0
RE1,PHL_POW_CHP_NG_OLD,2049,0.0
RE1,PHL_POW_CHP_NG_OLD,2050,0.0
RE1,PHL_POW_CHP_NG_OLD,2051,0.0
RE1,PHL_POW_CHP_NG_OLD,2052,0.0
RE1,PHL_POW_CHP_NG_OLD,2053,0.0
RE1,PHL_POW_CHP_OIL_OLD,2020,2.6547
RE1,PHL_POW_CHP_OIL_OLD,2021,2.8345
RE1,PHL_POW_CHP_OIL_OLD,2022,2.9318
RE1,PHL_POW_CHP_OIL_OLD,2023,2.9318
RE1,PHL_POW_CHP_OIL_OLD,2024,2.943
RE1,PHL_POW_CHP_OIL_OLD,2025,2.943
RE1,PHL_POW_CHP_OIL_OLD,2026,2.943
RE1,PHL_POW_CHP_OIL_OLD,2027,2.943
RE1,PHL_POW_CHP_OIL_OLD,2028,2.943
RE1,PHL_POW_CHP_OIL_OLD,2029,2.912
RE1,PHL_POW_CHP_OIL_OLD,2030,2.912
RE1,PHL_POW_CHP_OIL_OLD,2031,2.912
RE1,PHL_POW_CHP_OIL_OLD,2032,2.912
RE1,PHL_POW_CHP_OIL_OLD,2033,2.8897
RE1,PHL_POW_CHP_OIL_OLD,2034,1.5372
RE1,PHL_POW_CHP_OIL_OLD,2035,1.4997
RE1,PHL_POW_CHP_OIL_OLD,2036,1.4741
RE1,PHL_POW_CHP_OIL_OLD,2037,1.2579
RE1,PHL_POW_CHP_OIL_OLD,2038,1.1256
RE1,PHL_POW_CHP_OIL_OLD,2039,1.1256
RE1,PHL_POW_CHP_OIL_OLD,2040,1.1256
RE1,PHL_POW_CHP_OIL_OLD,2041,1.1256
RE1,PHL_POW_CHP_OIL_OLD,2042,1.1256
RE1,PHL_POW_CHP_OIL_OLD,2043,1.1256
RE1,PHL_POW_CHP_OIL_OLD,2044,1.1256
RE1,PHL_POW_CHP_OIL_OLD,2045,1.0353
RE1,PHL_POW_CHP_OIL_OLD,2046,1.0228
RE1,PHL_POW_CHP_OIL_OLD,2047,1.0228
RE1,PHL_POW_CHP_OIL_OLD,2048,0.9879
RE1,PHL_POW_CHP_OIL_OLD,2049,0.9769
RE1,PHL_POW_CHP_OIL_OLD,2050,0.9769
RE1,PHL_POW_CHP_OIL_OLD,2051,0.9769
RE1,PHL_POW_CHP_OIL_OLD,2052,0.9463
RE1,PHL_POW_CHP_OIL_OLD,2053,0.5458
RE1,PHL_POW_DAC,2020,0.0
RE1,PHL_POW_DAC,2021,0.0
RE1,PHL_POW_DAC,2022,0.0
RE1,PHL_POW_DAC,2023,0.0
RE1,PHL_POW_DAC,2024,0.0
RE1,PHL_POW_DAC,2025,0.0
RE1,PHL_POW_DAC,2026,0.0
RE1,PHL_POW_DAC,2027,0.0
RE1,PHL_POW_DAC,2028,0.0
RE1,PHL_POW_DAC,2029,0.0
RE1,PHL_POW_DAC,2030,0.0
RE1,PHL_POW_DAC,2031,0.0
RE1,PHL_POW_DAC,2032,0.0
RE1,PHL_POW_DAC,2033,0.0
RE1,PHL_POW_DAC,2034,0.0
RE1,PHL_POW_DAC,2035,0.0
RE1,PHL_POW_DAC,2036,0.0
RE1,PHL_POW_DAC,2037,0.0
RE1,PHL_POW_DAC,2038,0.0
RE1,PHL_POW_DAC,2039,0.0
RE1,PHL_POW_DAC,2040,0.0
RE1,PHL_POW_DAC,2041,0.0
RE1,PHL_POW_DAC,2042,0.0
RE1,PHL_POW_DAC,2043,0.0
RE1,PHL_POW_DAC,2044,0.0
RE1,PHL_POW_DAC,2045,0.0
RE1,PHL_POW_DAC,2046,0.0
RE1,PHL_POW_DAC,2047,0.0
RE1,PHL_POW_DAC,2048,0.0
RE1,PHL_POW_DAC,2049,0.0
RE1,PHL_POW_DAC,2050,0.0
RE1,PHL_POW_DAC,2051,0.0
RE1,PHL_POW_DAC,2052,0.0
RE1,PHL_POW_DAC,2053,0.0
RE1,PHL_POW_TD,2020,13.2
RE1,PHL_POW_TD,2021,13.2
RE1,PHL_POW_TD,2022,13.2
RE1,PHL_POW_TD,2023,13.2
RE1,PHL_POW_TD,2024,13.2
RE1,PHL_POW_TD,2025,13.7396
RE1,PHL_POW_TD,2026,14.5452
RE1,PHL_POW_TD,2027,15.3508
RE1,PHL_POW_TD,2028,16.1564
RE1,PHL_POW_TD,2029,16.9508
RE1,PHL_POW_TD,2030,17.7564
RE1,PHL_POW_TD,2031,18.7193
RE1,PHL_POW_TD,2032,20.624
RE1,PHL_POW_TD,2033,20.624
RE1,PHL_POW_TD,2034,22.5861
RE1,PHL_POW_TD,2035,22.5861
RE1,PHL_POW_TD,2036,23.7845
RE1,PHL_POW_TD,2037,24.9861
RE1,PHL_POW_TD,2038,26.5642
RE1,PHL_POW_TD,2039,26.5642
RE1,PHL_POW_TD,2040,27.8157
RE1,PHL_POW_TD,2041,27.8157
RE1,PHL_POW_TD,2042,27.8157
RE1,PHL_POW_TD,2043,27.8157
RE1,PHL_POW_TD,2044,27.8157
RE1,PHL_POW_TD,2045,27.8157
RE1,PHL_POW_TD,2046,27.8157
RE1,PHL_POW_TD,2047,27.8157
RE1,PHL_POW_TD,2048,27.8157
RE1,PHL_POW_TD,2049,41.132
RE1,PHL_POW_TD,2050,41.132
RE1,PHL_POW_TD,2051,42.3585
RE1,PHL_POW_TD,2052,43.5639
RE1,PHL_POW_TD,2053,44.7695
RE1,PHL_POW_PP_WON_T1,2020,0.666
RE1,PHL_POW_PP_WON_T1,2021,0.666
RE1,PHL_POW_PP_WON_T1,2022,0.666
RE1,PHL_POW_PP_WON_T1,2023,0.666
RE1,PHL_POW_PP_WON_T1,2024,0.666
RE1,PHL_POW_PP_WON_T1,2025,0.666
RE1,PHL_POW_PP_WON_T1,2026,0.666
RE1,PHL_POW_PP_WON_T1,2027,0.666
RE1,PHL_POW_PP_WON_T1,2028,0.666
RE1,PHL_POW_PP_WON_T1,2029,0.666
RE1,PHL_POW_PP_WON_T1,2030,0.633
RE1,PHL_POW_PP_WON_T1,2031,0.633
RE1,PHL_POW_PP_WON_T1,2032,0.633
RE1,PHL_POW_PP_WON_T1,2033,0.633
RE1,PHL_POW_PP_WON_T1,2034,0.633
RE1,PHL_POW_PP_WON_T1,2035,0.633
RE1,PHL_POW_PP_WON_T1,2036,0.633
RE1,PHL_POW_PP_WON_T1,2037,0.633
RE1,PHL_POW_PP_WON_T1,2038,1.2087
RE1,PHL_POW_PP_WON_T1,2039,5.5158
RE1,PHL_POW_PP_WON_T1,2040,29.472
RE1,PHL_POW_PP_WON_T1,2041,29.472
RE1,PHL_POW_PP_WON_T1,2042,29.472
RE1,PHL_POW_PP_WON_T1,2043,29.472
RE1,PHL_POW_PP_WON_T1,2044,29.472
RE1,PHL_POW_PP_WON_T1,2045,29.2328
RE1,PHL_POW_PP_WON_T1,2046,33.7189
RE1,PHL_POW_PP_WON_T1,2047,35.6911
RE1,PHL_POW_PP_WON_T1,2048,38.7332
RE1,PHL_POW_PP_WON_T1,2049,38.7332
RE1,PHL_POW_PP_WON_T1,2050,49.4379
RE1,PHL_POW_PP_WON_T1,2051,49.4379
RE1,PHL_POW_PP_WON_T1,2052,50.1808
RE1,PHL_POW_PP_WON_T1,2053,50.8152
RE1,PHL_POW_PP_WOF_T1,2020,0.0
RE1,PHL_POW_PP_WOF_T1,2021,0.0
RE1,PHL_POW_PP_WOF_T1,2022,0.0
RE1,PHL_POW_PP_WOF_T1,2023,0.0
RE1,PHL_POW_PP_WOF_T1,2024,0.0
RE1,PHL_POW_PP_WOF_T1,2025,0.0
RE1,PHL_POW_PP_WOF_T1,2026,0.0
RE1,PHL_POW_PP_WOF_T1,2027,0.0
RE1,PHL_POW_PP_WOF_T1,2028,0.0
RE1,PHL_POW_PP_WOF_T1,2029,0.0
RE1,PHL_POW_PP_WOF_T1,2030,0.0
RE1,PHL_POW_PP_WOF_T1,2031,0.0
RE1,PHL_POW_PP_WOF_T1,2032,0.0
RE1,PHL_POW_PP_WOF_T1,2033,0.0
RE1,PHL_POW_PP_WOF_T1,2034,0.0
RE1,PHL_POW_PP_WOF_T1,2035,0.0
RE1,PHL_POW_PP_WOF_T1,2036,0.0
RE1,PHL_POW_PP_WOF_T1,2037,0.0
RE1,PHL_POW_PP_WOF_T1,2038,0.0
RE1,PHL_POW_PP_WOF_T1,2039,0.0
RE1,PHL_POW_PP_WOF_T1,2040,0.0
RE1,PHL_POW_PP_WOF_T1,2041,0.0
RE1,PHL_POW_PP_WOF_T1,2042,0.0
RE1,PHL_POW_PP_WOF_T1,2043,0.0
RE1,PHL_POW_PP_WOF_T1,2044,0.0
RE1,PHL_POW_PP_WOF_T1,2045,0.0
RE1,PHL_POW_PP_WOF_T1,2046,0.0
RE1,PHL_POW_PP_WOF_T1,2047,0.0
RE1,PHL_POW_PP_WOF_T1,2048,0.0
RE1,PHL_POW_PP_WOF_T1,2049,0.0
RE1,PHL_POW_PP_WOF_T1,2050,0.0
RE1,PHL_POW_PP_WOF_T1,2051,0.0
RE1,PHL_POW_PP_WOF_T1,2052,0.0
RE1,PHL_POW_PP_WOF_T1,2053,0.0
RE1,PHL_POW_PP_SPV_T1,2020,0.9502
RE1,PHL_POW_PP_SPV_T1,2021,1.2526
RE1,PHL_POW_PP_SPV_T1,2022,1.5575
RE1,PHL_POW_PP_SPV_T1,2023,1.7143
RE1,PHL_POW_PP_SPV_T1,2024,2.7155
RE1,PHL_POW_PP_SPV_T1,2025,2.9904
RE1,PHL_POW_PP_SPV_T1,2026,2.9904
RE1,PHL_POW_PP_SPV_T1,2027,2.9904
RE1,PHL_POW_PP_SPV_T1,2028,8.9696
RE1,PHL_POW_PP_SPV_T1,2029,15.5336
RE1,PHL_POW_PP_SPV_T1,2030,23.8896
RE1,PHL_POW_PP_SPV_T1,2031,25.7075
RE1,PHL_POW_PP_SPV_T1,2032,27.4926
RE1,PHL_POW_PP_SPV_T1,2033,30.0985
RE1,PHL_POW_PP_SPV_T1,2034,31.9733
RE1,PHL_POW_PP_SPV_T1,2035,33.6714
RE1,PHL_POW_PP_SPV_T1,2036,36.6268
RE1,PHL_POW_PP_SPV_T1,2037,42.5721
RE1,PHL_POW_PP_SPV_T1,2038,44.301
RE1,PHL_POW_PP_SPV_T1,2039,44.301
RE1,PHL_POW_PP_SPV_T1,2040,47.4474
RE1,PHL_POW_PP_SPV_T1,2041,47.4474
RE1,PHL_POW_PP_SPV_T1,2042,52.7328
RE1,PHL_POW_PP_SPV_T1,2043,55.8863
RE1,PHL_POW_PP_SPV_T1,2044,62.6306
RE1,PHL_POW_PP_SPV_T1,2045,66.7531
RE1,PHL_POW_PP_SPV_T1,2046,67.4695
RE1,PHL_POW_PP_SPV_T1,2047,67.3827
RE1,PHL_POW_PP_SPV_T1,2048,69.6104
RE1,PHL_POW_PP_SPV_T1,2049,69.6765
RE1,PHL_POW_PP_SPV_T1,2050,72.1478
RE1,PHL_POW_PP_SPV_T1,2051,71.8454
RE1,PHL_POW_PP_SPV_T1,2052,71.5405
