r,t,y,AnnualizedInvestmentCost
RE1,PHL_AGR_MOT_LIQ,2042,2645.6846370574076
RE1,PHL_AGR_MOT_LIQ,2043,2715.5975100650153
RE1,PHL_AGR_MOT_LIQ,2044,2784.2291224019796
RE1,PHL_AGR_MOT_LIQ,2045,2852.2201135790783
RE1,PHL_AGR_MOT_LIQ,2046,2928.9704813174176
RE1,PHL_AGR_MOT_LIQ,2047,3005.0012822727876
RE1,PHL_AGR_MOT_LIQ,2048,3082.792100840027
RE1,PHL_AGR_MOT_LIQ,2049,3159.6936250398976
RE1,PHL_AGR_MOT_LIQ,2050,3305.4980431077283
RE1,PHL_AGR_MOT_LIQ,2051,3391.999333055927
RE1,PHL_AGR_MOT_LIQ,2052,3478.5006138286694
RE1,PHL_AGR_MOT_LIQ,2053,3563.6223647974075
RE1,PHL_HOU_COOK_BIOM,2020,2083.340035222162
RE1,PHL_HOU_COOK_BIOM,2021,2083.340035222162
RE1,PHL_HOU_COOK_BIOM,2022,2083.340035222162
RE1,PHL_HOU_COOK_BIOM,2023,2083.340035222162
RE1,PHL_HOU_COOK_BIOM,2024,2083.340035222162
RE1,PHL_HOU_COOK_BIOM,2025,2083.340035222162
RE1,PHL_HOU_COOK_BIOM,2026,2083.340035222162
RE1,PHL_HOU_COOK_BIOM,2027,2083.340035222162
RE1,PHL_HOU_COOK_BIOM,2028,2083.340035222162
RE1,PHL_HOU_COOK_BIOM,2029,2083.340035222162
RE1,PHL_HOU_COOK_BIOM,2030,2083.340035222162
RE1,PHL_HOU_COOK_BIOM,2031,2083.340035222162
RE1,PHL_HOU_COOK_BIOM,2032,2083.340035222162
RE1,PHL_HOU_COOK_BIOM,2033,2083.340035222162
RE1,PHL_HOU_COOK_BIOM,2034,2083.340035222162
RE1,PHL_HOU_COOK_COAL,2021,2205.9097214191106
RE1,PHL_HOU_COOK_COAL,2022,2239.8151232055616
RE1,PHL_HOU_COOK_COAL,2023,2273.7113495360495
RE1,PHL_HOU_COOK_COAL,2024,2308.4976868494873
RE1,PHL_HOU_COOK_COAL,2025,2371.7282496130615
RE1,PHL_HOU_COOK_COAL,2026,2479.7634446866887
RE1,PHL_HOU_COOK_COAL,2027,2513.2761644843004
RE1,PHL_HOU_COOK_COAL,2028,2544.6745656134954
RE1,PHL_HOU_COOK_COAL,2029,2560.595514010073
RE1,PHL_HOU_COOK_COAL,2030,2560.595514010073
RE1,PHL_HOU_COOK_COAL,2031,2560.595514010073
RE1,PHL_HOU_COOK_COAL,2032,2582.3262051395354
RE1,PHL_HOU_COOK_COAL,2033,2612.627570402908
RE1,PHL_HOU_COOK_COAL,2034,2696.6310718516374
RE1,PHL_HOU_COOK_COAL,2035,2752.3884918217464
RE1,PHL_HOU_COOK_COAL,2036,2778.6119449633866
RE1,PHL_HOU_COOK_COAL,2037,2804.835388929571
RE1,PHL_HOU_COOK_COAL,2038,2831.0680083517177
RE1,PHL_HOU_COOK_COAL,2039,2857.2914523179015
RE1,PHL_HOU_COOK_COAL,2040,2883.5240809155043
RE1,PHL_HOU_COOK_COAL,2041,2906.82055442956
RE1,PHL_HOU_COOK_COAL,2042,2930.1170279436155
RE1,PHL_HOU_COOK_COAL,2043,2953.4135106331273
RE1,PHL_HOU_COOK_COAL,2044,2976.709993322639
RE1,PHL_HOU_COOK_COAL,2045,3000.0156514681134
RE1,PHL_HOU_COOK_COAL,2046,3020.1741282183525
RE1,PHL_HOU_COOK_COAL,2047,3040.3325957931356
RE1,PHL_HOU_COOK_COAL,2048,3060.4910725433742
RE1,PHL_HOU_COOK_COAL,2049,3080.6587247495763
RE1,PHL_HOU_COOK_COAL,2050,3100.8172014998154
RE1,PHL_HOU_COOK_COAL,2051,3118.2138660052556
RE1,PHL_HOU_COOK_COAL,2052,3135.6013550547336
RE1,PHL_HOU_COOK_COAL,2053,3152.9980195601743
RE1,PHL_HOU_COOK_ELE,2020,101.97366865366806
RE1,PHL_HOU_COOK_ELE,2021,101.97366865366806
RE1,PHL_HOU_COOK_ELE,2022,101.97366865366806
RE1,PHL_HOU_COOK_ELE,2023,101.97366865366806
RE1,PHL_HOU_COOK_ELE,2024,101.97366865366806
RE1,PHL_HOU_COOK_ELE,2025,101.97366865366806
RE1,PHL_HOU_COOK_ELE,2026,101.97366865366806
RE1,PHL_HOU_COOK_ELE,2027,101.97366865366806
RE1,PHL_HOU_COOK_ELE,2028,101.97366865366806
RE1,PHL_HOU_COOK_ELE,2029,101.97366865366806
RE1,PHL_HOU_COOK_ELE,2030,101.97366865366806
RE1,PHL_HOU_COOK_ELE,2031,101.97366865366806
RE1,PHL_HOU_COOK_ELE,2032,101.97366865366806
RE1,PHL_HOU_COOK_ELE,2033,101.97366865366806
RE1,PHL_HOU_COOK_ELE,2034,101.97366865366806
RE1,PHL_INDU_OTHHPH_BIOM,2020,23.64798775882814
RE1,PHL_INDU_OTHHPH_BIOM,2021,23.64798775882814
RE1,PHL_INDU_OTHHPH_BIOM,2022,23.64798775882814
RE1,PHL_INDU_OTHHPH_BIOM,2023,23.64798775882814
RE1,PHL_INDU_OTHHPH_BIOM,2024,23.64798775882814
RE1,PHL_INDU_OTHHPH_BIOM,2025,23.64798775882814
RE1,PHL_INDU_OTHHPH_BIOM,2026,23.64798775882814
RE1,PHL_INDU_OTHHPH_BIOM,2027,23.64798775882814
RE1,PHL_INDU_OTHHPH_BIOM,2028,23.64798775882814
RE1,PHL_INDU_OTHHPH_BIOM,2029,23.64798775882814
RE1,PHL_INDU_OTHHPH_BIOM,2030,23.64798775882814
RE1,PHL_INDU_OTHHPH_BIOM,2031,23.64798775882814
RE1,PHL_INDU_OTHHPH_BIOM,2032,23.64798775882814
RE1,PHL_INDU_OTHHPH_BIOM,2033,23.64798775882814
RE1,PHL_INDU_OTHHPH_BIOM,2034,23.64798775882814
RE1,PHL_INDU_OTHHPH_BIOM,2035,23.64798775882814
RE1,PHL_INDU_OTHHPH_BIOM,2036,23.64798775882814
RE1,PHL_INDU_OTHHPH_BIOM,2037,23.64798775882814
RE1,PHL_INDU_OTHHPH_BIOM,2038,23.64798775882814
RE1,PHL_INDU_OTHHPH_BIOM,2039,23.64798775882814
RE1,PHL_INDU_OTHHPH_BIOM,2040,23.64798775882814
RE1,PHL_INDU_OTHHPH_BIOM,2041,23.64798775882814
RE1,PHL_INDU_OTHHPH_BIOM,2042,23.64798775882814
RE1,PHL_INDU_OTHHPH_BIOM,2043,23.64798775882814
RE1,PHL_INDU_OTHHPH_BIOM,2044,23.64798775882814
RE1,PHL_INDU_OTHHPH_COAL,2020,46.68234488004811
RE1,PHL_INDU_OTHHPH_COAL,2021,137.70500890010382
RE1,PHL_INDU_OTHHPH_COAL,2022,140.83672873250788
RE1,PHL_INDU_OTHHPH_COAL,2023,140.83672873250788
RE1,PHL_INDU_OTHHPH_COAL,2024,147.03045253998684
RE1,PHL_INDU_OTHHPH_COAL,2025,147.03045253998684
RE1,PHL_INDU_OTHHPH_COAL,2026,153.41070697901702
RE1,PHL_INDU_OTHHPH_COAL,2027,156.70996245654678
RE1,PHL_INDU_OTHHPH_COAL,2028,159.99342594429478
RE1,PHL_INDU_OTHHPH_COAL,2029,163.26176642257272
RE1,PHL_INDU_OTHHPH_COAL,2030,166.48491356423952
RE1,PHL_INDU_OTHHPH_COAL,2031,170.12041611559874
RE1,PHL_INDU_OTHHPH_COAL,2032,173.74116055583977
RE1,PHL_INDU_OTHHPH_COAL,2033,177.34792398330438
RE1,PHL_INDU_OTHHPH_COAL,2034,180.94146998158067
RE1,PHL_INDU_OTHHPH_COAL,2035,184.52255537687984
RE1,PHL_INDU_OTHHPH_COAL,2036,188.75430859249738
RE1,PHL_INDU_OTHHPH_COAL,2037,192.97300655597186
RE1,PHL_INDU_OTHHPH_COAL,2038,197.17946690990647
RE1,PHL_INDU_OTHHPH_COAL,2039,201.3744735100199
RE1,PHL_INDU_OTHHPH_COAL,2040,205.51886059988297
RE1,PHL_INDU_OTHHPH_COAL,2041,210.31968630992478
RE1,PHL_INDU_OTHHPH_COAL,2042,215.11088275790453
RE1,PHL_INDU_OTHHPH_COAL,2043,219.89643679618476
RE1,PHL_INDU_OTHHPH_COAL,2044,224.59584779392685
RE1,PHL_INDU_OTHHPH_COAL,2045,224.23778115013363
RE1,PHL_INDU_OTHHPH_COAL,2046,220.1152474171187
RE1,PHL_INDU_OTHHPH_COAL,2047,225.13966797092945
RE1,PHL_INDU_OTHHPH_COAL,2048,230.4709342517403
RE1,PHL_INDU_OTHHPH_COAL,2049,235.23006694639767
RE1,PHL_INDU_OTHHPH_COAL,2050,240.5096798382947
RE1,PHL_INDU_OTHHPH_COAL,2051,245.7403422920321
RE1,PHL_INDU_OTHHPH_COAL,2052,251.26318020755085
RE1,PHL_INDU_OTHHPH_COAL,2053,256.80181011285134
RE1,PHL_INDU_OTHHPH_NG,2020,0.2391232958521753
RE1,PHL_INDU_OTHHPH_NG,2021,0.2391232958521753
RE1,PHL_INDU_OTHHPH_NG,2022,0.2391232958521753
RE1,PHL_INDU_OTHHPH_NG,2023,0.2391232958521753
RE1,PHL_INDU_OTHHPH_NG,2024,0.2391232958521753
RE1,PHL_INDU_OTHHPH_NG,2025,0.2391232958521753
RE1,PHL_INDU_OTHHPH_NG,2026,0.2391232958521753
RE1,PHL_INDU_OTHHPH_NG,2027,0.2391232958521753
RE1,PHL_INDU_OTHHPH_NG,2028,0.2391232958521753
RE1,PHL_INDU_OTHHPH_NG,2029,0.2391232958521753
RE1,PHL_INDU_OTHHPH_NG,2030,0.2391232958521753
RE1,PHL_INDU_OTHHPH_NG,2031,0.2391232958521753
RE1,PHL_INDU_OTHHPH_NG,2032,0.2391232958521753
RE1,PHL_INDU_OTHHPH_NG,2033,0.2391232958521753
RE1,PHL_INDU_OTHHPH_NG,2034,0.2391232958521753
RE1,PHL_INDU_OTHHPH_NG,2035,0.2391232958521753
RE1,PHL_INDU_OTHHPH_NG,2036,0.2391232958521753
RE1,PHL_INDU_OTHHPH_NG,2037,0.2391232958521753
RE1,PHL_INDU_OTHHPH_NG,2038,0.2391232958521753
RE1,PHL_INDU_OTHHPH_NG,2039,0.2391232958521753
RE1,PHL_INDU_OTHHPH_NG,2040,0.2391232958521753
RE1,PHL_INDU_OTHHPH_NG,2041,0.2391232958521753
RE1,PHL_INDU_OTHHPH_NG,2042,0.2391232958521753
RE1,PHL_INDU_OTHHPH_NG,2043,0.2391232958521753
RE1,PHL_INDU_OTHHPH_NG,2044,0.2391232958521753
RE1,PHL_INDU_OTHHPH_OIL,2020,30.26084462501586
RE1,PHL_INDU_OTHHPH_OIL,2021,30.26084462501586
RE1,PHL_INDU_OTHHPH_OIL,2022,30.26084462501586
RE1,PHL_INDU_OTHHPH_OIL,2023,30.26084462501586
RE1,PHL_INDU_OTHHPH_OIL,2024,30.26084462501586
RE1,PHL_INDU_OTHHPH_OIL,2025,30.26084462501586
RE1,PHL_INDU_OTHHPH_OIL,2026,30.26084462501586
RE1,PHL_INDU_OTHHPH_OIL,2027,30.26084462501586
RE1,PHL_INDU_OTHHPH_OIL,2028,30.26084462501586
RE1,PHL_INDU_OTHHPH_OIL,2029,30.26084462501586
RE1,PHL_INDU_OTHHPH_OIL,2030,30.26084462501586
RE1,PHL_INDU_OTHHPH_OIL,2031,30.26084462501586
RE1,PHL_INDU_OTHHPH_OIL,2032,30.26084462501586
RE1,PHL_INDU_OTHHPH_OIL,2033,30.26084462501586
RE1,PHL_INDU_OTHHPH_OIL,2034,30.26084462501586
RE1,PHL_INDU_OTHHPH_OIL,2035,30.26084462501586
RE1,PHL_INDU_OTHHPH_OIL,2036,30.26084462501586
RE1,PHL_INDU_OTHHPH_OIL,2037,30.26084462501586
RE1,PHL_INDU_OTHHPH_OIL,2038,30.26084462501586
RE1,PHL_INDU_OTHHPH_OIL,2039,30.26084462501586
RE1,PHL_INDU_OTHHPH_OIL,2040,30.26084462501586
RE1,PHL_INDU_OTHHPH_OIL,2041,30.26084462501586
RE1,PHL_INDU_OTHHPH_OIL,2042,30.26084462501586
RE1,PHL_INDU_OTHHPH_OIL,2043,30.26084462501586
RE1,PHL_INDU_OTHHPH_OIL,2044,30.26084462501586
RE1,PHL_INDU_OTHLPH_BIOM,2020,23.64798775882814
RE1,PHL_INDU_OTHLPH_BIOM,2021,23.64798775882814
RE1,PHL_INDU_OTHLPH_BIOM,2022,23.64798775882814
RE1,PHL_INDU_OTHLPH_BIOM,2023,23.64798775882814
RE1,PHL_INDU_OTHLPH_BIOM,2024,23.64798775882814
RE1,PHL_INDU_OTHLPH_BIOM,2025,23.64798775882814
RE1,PHL_INDU_OTHLPH_BIOM,2026,23.64798775882814
RE1,PHL_INDU_OTHLPH_BIOM,2027,23.64798775882814
RE1,PHL_INDU_OTHLPH_BIOM,2028,23.64798775882814
RE1,PHL_INDU_OTHLPH_BIOM,2029,23.64798775882814
RE1,PHL_INDU_OTHLPH_BIOM,2030,23.64798775882814
RE1,PHL_INDU_OTHLPH_BIOM,2031,23.64798775882814
RE1,PHL_INDU_OTHLPH_BIOM,2032,23.64798775882814
RE1,PHL_INDU_OTHLPH_BIOM,2033,23.64798775882814
RE1,PHL_INDU_OTHLPH_BIOM,2034,23.64798775882814
RE1,PHL_INDU_OTHLPH_BIOM,2035,23.64798775882814
RE1,PHL_INDU_OTHLPH_BIOM,2036,23.64798775882814
RE1,PHL_INDU_OTHLPH_BIOM,2037,23.64798775882814
RE1,PHL_INDU_OTHLPH_BIOM,2038,23.64798775882814
RE1,PHL_INDU_OTHLPH_BIOM,2039,23.64798775882814
RE1,PHL_INDU_OTHLPH_BIOM,2040,23.64798775882814
RE1,PHL_INDU_OTHLPH_BIOM,2041,23.64798775882814
RE1,PHL_INDU_OTHLPH_BIOM,2042,23.64798775882814
RE1,PHL_INDU_OTHLPH_BIOM,2043,23.64798775882814
RE1,PHL_INDU_OTHLPH_BIOM,2044,23.64798775882814
RE1,PHL_INDU_OTHLPH_COAL,2020,46.68234488004811
RE1,PHL_INDU_OTHLPH_COAL,2021,108.49524722014186
RE1,PHL_INDU_OTHLPH_COAL,2022,140.66628741532136
RE1,PHL_INDU_OTHLPH_COAL,2023,140.66628741532136
RE1,PHL_INDU_OTHLPH_COAL,2024,146.86001122280032
RE1,PHL_INDU_OTHLPH_COAL,2025,146.86001122280032
RE1,PHL_INDU_OTHLPH_COAL,2026,153.2402656618305
RE1,PHL_INDU_OTHLPH_COAL,2027,156.53952113936026
RE1,PHL_INDU_OTHLPH_COAL,2028,159.82298462710827
RE1,PHL_INDU_OTHLPH_COAL,2029,163.0913251053862
RE1,PHL_INDU_OTHLPH_COAL,2030,166.31447224705298
RE1,PHL_INDU_OTHLPH_COAL,2031,169.94997479841223
RE1,PHL_INDU_OTHLPH_COAL,2032,173.57071923865323
RE1,PHL_INDU_OTHLPH_COAL,2033,177.17748266611784
RE1,PHL_INDU_OTHLPH_COAL,2034,180.77102866439415
RE1,PHL_INDU_OTHLPH_COAL,2035,184.35211405969332
RE1,PHL_INDU_OTHLPH_COAL,2036,188.58386727531087
RE1,PHL_INDU_OTHLPH_COAL,2037,192.80256523878535
RE1,PHL_INDU_OTHLPH_COAL,2038,197.00902559271995
RE1,PHL_INDU_OTHLPH_COAL,2039,201.20403219283335
RE1,PHL_INDU_OTHLPH_COAL,2040,205.34841928269645
RE1,PHL_INDU_OTHLPH_COAL,2041,210.14924499273826
RE1,PHL_INDU_OTHLPH_COAL,2042,214.940441440718
RE1,PHL_INDU_OTHLPH_COAL,2043,219.72599547899824
RE1,PHL_INDU_OTHLPH_COAL,2044,224.42540647674033
RE1,PHL_INDU_OTHLPH_COAL,2045,224.0673398329471
RE1,PHL_INDU_OTHLPH_COAL,2046,222.98248351821877
RE1,PHL_INDU_OTHLPH_COAL,2047,225.10843537496405
RE1,PHL_INDU_OTHLPH_COAL,2048,230.43970165577485
RE1,PHL_INDU_OTHLPH_COAL,2049,235.19883435043226
RE1,PHL_INDU_OTHLPH_COAL,2050,240.47844724232925
RE1,PHL_INDU_OTHLPH_COAL,2051,245.70910969606666
RE1,PHL_INDU_OTHLPH_COAL,2052,251.2319476115854
RE1,PHL_INDU_OTHLPH_COAL,2053,256.7705775168859
RE1,PHL_INDU_OTHLPH_NG,2020,0.21971610943661457
RE1,PHL_INDU_OTHLPH_NG,2021,0.21971610943661457
RE1,PHL_INDU_OTHLPH_NG,2022,0.21971610943661457
RE1,PHL_INDU_OTHLPH_NG,2023,0.21971610943661457
RE1,PHL_INDU_OTHLPH_NG,2024,0.21971610943661457
RE1,PHL_INDU_OTHLPH_NG,2025,0.21971610943661457
RE1,PHL_INDU_OTHLPH_NG,2026,0.21971610943661457
RE1,PHL_INDU_OTHLPH_NG,2027,0.21971610943661457
RE1,PHL_INDU_OTHLPH_NG,2028,0.21971610943661457
RE1,PHL_INDU_OTHLPH_NG,2029,0.21971610943661457
RE1,PHL_INDU_OTHLPH_NG,2030,0.21971610943661457
RE1,PHL_INDU_OTHLPH_NG,2031,0.21971610943661457
RE1,PHL_INDU_OTHLPH_NG,2032,0.21971610943661457
RE1,PHL_INDU_OTHLPH_NG,2033,0.21971610943661457
RE1,PHL_INDU_OTHLPH_NG,2034,0.21971610943661457
RE1,PHL_INDU_OTHLPH_NG,2035,0.21971610943661457
RE1,PHL_INDU_OTHLPH_NG,2036,0.21971610943661457
RE1,PHL_INDU_OTHLPH_NG,2037,0.21971610943661457
RE1,PHL_INDU_OTHLPH_NG,2038,0.21971610943661457
RE1,PHL_INDU_OTHLPH_NG,2039,0.21971610943661457
RE1,PHL_INDU_OTHLPH_NG,2040,0.21971610943661457
RE1,PHL_INDU_OTHLPH_NG,2041,0.21971610943661457
RE1,PHL_INDU_OTHLPH_NG,2042,0.21971610943661457
RE1,PHL_INDU_OTHLPH_NG,2043,0.21971610943661457
RE1,PHL_INDU_OTHLPH_NG,2044,0.21971610943661457
RE1,PHL_INDU_OTHLPH_OIL,2020,34.24272165775564
RE1,PHL_INDU_OTHLPH_OIL,2021,34.24272165775564
RE1,PHL_INDU_OTHLPH_OIL,2022,34.24272165775564
RE1,PHL_INDU_OTHLPH_OIL,2023,34.24272165775564
RE1,PHL_INDU_OTHLPH_OIL,2024,34.24272165775564
RE1,PHL_INDU_OTHLPH_OIL,2025,34.24272165775564
RE1,PHL_INDU_OTHLPH_OIL,2026,34.24272165775564
RE1,PHL_INDU_OTHLPH_OIL,2027,34.24272165775564
RE1,PHL_INDU_OTHLPH_OIL,2028,34.24272165775564
RE1,PHL_INDU_OTHLPH_OIL,2029,34.24272165775564
RE1,PHL_INDU_OTHLPH_OIL,2030,34.24272165775564
RE1,PHL_INDU_OTHLPH_OIL,2031,34.24272165775564
RE1,PHL_INDU_OTHLPH_OIL,2032,34.24272165775564
RE1,PHL_INDU_OTHLPH_OIL,2033,34.24272165775564
RE1,PHL_INDU_OTHLPH_OIL,2034,34.24272165775564
RE1,PHL_INDU_OTHLPH_OIL,2035,34.24272165775564
RE1,PHL_INDU_OTHLPH_OIL,2036,34.24272165775564
RE1,PHL_INDU_OTHLPH_OIL,2037,34.24272165775564
RE1,PHL_INDU_OTHLPH_OIL,2038,34.24272165775564
RE1,PHL_INDU_OTHLPH_OIL,2039,34.24272165775564
RE1,PHL_POW_CHP_BIOM_OLD,2022,20.480610924063743
RE1,PHL_POW_CHP_BIOM_OLD,2023,21.97919221119036
RE1,PHL_POW_CHP_BIOM_OLD,2024,24.451851334949275
RE1,PHL_POW_CHP_BIOM_OLD,2025,24.451851334949275
RE1,PHL_POW_CHP_BIOM_OLD,2026,24.451851334949275
RE1,PHL_POW_CHP_BIOM_OLD,2027,24.451851334949275
RE1,PHL_POW_CHP_BIOM_OLD,2028,24.451851334949275
RE1,PHL_POW_CHP_BIOM_OLD,2029,24.451851334949275
RE1,PHL_POW_CHP_BIOM_OLD,2030,24.451851334949275
RE1,PHL_POW_CHP_BIOM_OLD,2031,24.451851334949275
RE1,PHL_POW_CHP_BIOM_OLD,2032,24.451851334949275
RE1,PHL_POW_CHP_BIOM_OLD,2033,24.451851334949275
RE1,PHL_POW_CHP_BIOM_OLD,2034,24.451851334949275
RE1,PHL_POW_CHP_BIOM_OLD,2035,24.451851334949275
RE1,PHL_POW_CHP_BIOM_OLD,2036,24.451851334949275
RE1,PHL_POW_CHP_BIOM_OLD,2037,24.451851334949275
RE1,PHL_POW_CHP_BIOM_OLD,2038,24.451851334949275
RE1,PHL_POW_CHP_BIOM_OLD,2039,24.451851334949275
RE1,PHL_POW_CHP_BIOM_OLD,2040,24.451851334949275
RE1,PHL_POW_CHP_BIOM_OLD,2041,24.451851334949275
RE1,PHL_POW_CHP_BIOM_OLD,2042,24.451851334949275
RE1,PHL_POW_CHP_BIOM_OLD,2043,24.451851334949275
RE1,PHL_POW_CHP_BIOM_OLD,2044,24.451851334949275
